�3 04060952.csv,,Lenta-847,1614545971,120
Name,10CT G PBP -1/+1:   --- EKC состояние,10CT G PBP -1/+1:   u09 S5 Темп,11CT G OVZ +5/+8:   u69 Sair Темп,11CT G OVZ +5/+8:   u09 S5 Темп,11CT G OVZ +5/+8:   --- EKC состояние,12CT G GSR +2/+4:   u09 S5 Темп,12CT G GSR +2/+4:   u69 Sair Темп,12CT G GSR +2/+4:   --- EKC состояние,13CT G PBP -1/+1:   u69 Sair Темп,13CT G PBP -1/+1:   --- EKC состояние,13CT G PBP -1/+1:   u09 S5 Темп,14HT SH IKRA -4/-8:   u09 S5 Темп,14HT SH IKRA -4/-8:   --- EKC состояние,14HT SH IKRA -4/-8:   u17 Термостат,15CT G MSO -1/+1:   u09 S5 Темп,15CT G MSO -1/+1:   --- EKC состояние,15CT G MSO -1/+1:   u69 Sair Темп,16CT G MSO -1/+1:   u69 Sair Темп,16CT G MSO -1/+1:   u09 S5 Темп,16CT G MSO -1/+1:   --- EKC состояние,17CT G GSR +2/+4:   u09 S5 Темп,17CT G GSR +2/+4:   --- EKC состояние,17CT G GSR +2/+4:   u69 Sair Темп,18CT G PTO -1/+1:   u69 Sair Темп,18CT G PTO -1/+1:   u09 S5 Темп,18CT G PTO -1/+1:   --- EKC состояние,19CT G GSR +2/+4:   --- EKC состояние,19CT G GSR +2/+4:   u09 S5 Темп,19CT G GSR +2/+4:   u69 Sair Темп,20CT G GSR +2/+4:   u09 S5 Темп,20CT G GSR +2/+4:   u69 Sair Темп,20CT G GSR +2/+4:   --- EKC состояние,21CT G GSR +2/+4:   u09 S5 Темп,21CT G GSR +2/+4:   u69 Sair Темп,21CT G GSR +2/+4:   --- EKC состояние,22CT G GSR +2/+4:   u09 S5 Темп,22CT G GSR +2/+4:   u69 Sair Темп,22CT G GSR +2/+4:   --- EKC состояние,23CT V MSO -1/+1:   --- EKC состояние,23CT V MSO -1/+1:   u69 Sair Темп,23CT V MSO -1/+1:   u09 S5 Темп,24CT V GSR +2/+4:   --- EKC состояние,24CT V GSR +2/+4:   u69 Sair Темп,24CT V GSR +2/+4:   u09 S5 Темп,25CT V GSR +2/+4:   u09 S5 Темп,25CT V GSR +2/+4:   u69 Sair Темп,25CT V GSR +2/+4:   --- EKC состояние,26CT G MLK +2/+4:   u09 S5 Темп,26CT G MLK +2/+4:   --- EKC состояние,26CT G MLK +2/+4:   u69 Sair Темп,27CT G MLK +2/+4:   u69 Sair Темп,27CT G MLK +2/+4:   --- EKC состояние,27CT G MLK +2/+4:   u09 S5 Темп,28CT G MLK +2/+4:   --- EKC состояние,28CT G MLK +2/+4:   u69 Sair Темп,28CT G MLK +2/+4:   u09 S5 Темп,29CT G MLK +2/+4:   u09 S5 Темп,29CT G MLK +2/+4:   u69 Sair Темп,29CT G MLK +2/+4:   --- EKC состояние,30CT G GSR +2/+4:   u09 S5 Темп,30CT G GSR +2/+4:   --- EKC состояние,30CT G GSR +2/+4:   u69 Sair Темп,34CT G TRT +2/+4:   u09 S5 Темп,34CT G TRT +2/+4:   u69 Sair Темп,34CT G TRT +2/+4:   --- EKC состояние,52CT K PTO -1/+1:   u09 S5 Темп,52CT K PTO -1/+1:   u17 Термостат,52CT K PTO -1/+1:   --- EKC состояние,53K VOP POD PTO:   u17 Термостат,53K VOP POD PTO:   u09 S5 Темп,53K VOP POD PTO:   --- EKC состояние,54K VOP FAS GSR:   --- EKC состояние,54K VOP FAS GSR:   u09 S5 Темп,54K VOP FAS GSR:   u17 Термостат,55CT K GSR +2/+4:   u17 Термостат,55CT K GSR +2/+4:   u09 S5 Темп,55CT K GSR +2/+4:   --- EKC состояние,56CT K COF +5/+8:   u17 Термостат,56CT K COF +5/+8:   u09 S5 Темп,56CT K COF +5/+8:   --- EKC состояние,Gazoanalyzator:   Gas Level %,Gazoanalyzator:   Gas Level Ppm,111CT AG:   Comp A Pressure,111CT AG:   Перегрев A,111CT AG:   Comp A Req Cap,111CT AG:   Comp 2A Status,111CT AG:   Comp 3A Status,111CT AG:   Comp 1A Status,111CT AG:   Comp A Reference,111CT AG:   Comp A Capacity,111CT AG:   Cond Requested Cap,111CT AG:   Cond Running Cap,111CT AG:   Cond Ctrl Pressure,111CT AG:   Sc3 Датч нар воздуха,111CT AG:   Cond Reference
 11:54:00  21/03/2021,0,5.28,5.00,1.22,11,-0.50,2.50,11,-0.72,11,-3.50,-60.00,0,-3.50,11.89,14,12.89,10.61,11.72,14,4.28,14,4.89,8.39,8.78,14,11,-1.72,0.72,-8.22,1.11,11,3.00,5.00,0,5.39,7.28,0,11,-3.50,-18.28,11,-1.61,-5.72,-2.28,-0.39,11,6.72,14,7.78,2.00,11,0.50,11,1.78,1.39,1.72,3.00,11,-6.78,0,2.11,0.61,2.50,11,2.00,1.72,14,10.28,9.61,11,11,16.61,16.00,8.00,2.28,0,3.22,2.78,11,13.60,139,1.19,25.11,31,1,1,3,1.18,31,0,0,10.19,2.78,14.77
 11:56:00  21/03/2021,0,-7.28,5.61,4.89,11,0.39,3.78,11,0.00,11,-0.39,-60.00,11,-6.39,11.89,14,12.89,11.00,12.00,14,4.61,14,5.22,8.89,9.11,14,11,-0.50,1.78,-2.22,1.72,11,4.22,5.78,0,7.00,7.72,0,11,-2.78,-11.78,11,-0.28,-3.78,0.61,1.22,11,6.72,14,8.11,3.22,11,2.39,11,3.50,3.89,-2.11,4.78,0,-16.00,11,1.78,2.78,4.11,0,2.39,2.00,14,11.00,10.72,0,11,17.50,16.50,6.00,4.89,0,4.00,3.78,11,13.60,139,1.03,26.61,25,1,1,3,1.18,28,0,0,9.58,3.22,14.77
 11:58:00  21/03/2021,0,-16.00,6.28,6.50,11,0.39,3.78,0,0.78,11,0.78,-60.00,0,-4.11,11.89,14,13.22,11.28,12.39,14,4.89,14,5.50,9.39,9.61,14,0,0.11,3.11,-0.78,2.78,11,5.39,7.00,0,8.22,8.28,0,11,-1.39,-7.28,0,0.11,-3.28,2.39,2.28,11,7.11,14,8.11,4.78,0,2.78,0,5.50,0.22,0.22,4.22,0,-0.22,11,2.72,-0.89,4.11,0,2.78,2.00,14,11.00,2.22,0,11,17.89,16.89,6.00,5.72,0,4.39,4.39,11,13.60,139,1.18,25.11,31,1,1,3,1.18,31,0,0,8.37,3.22,14.77
 12:00:00  21/03/2021,11,-2.78,7.00,7.28,11,-11.22,2.22,0,1.89,11,3.00,-60.00,11,-5.00,11.89,14,13.22,11.61,12.89,14,4.89,14,5.50,9.89,9.89,14,0,1.50,3.11,0.72,3.39,11,7.22,7.89,0,8.78,8.72,0,11,-0.50,-4.78,0,0.11,-3.89,3.22,3.22,11,7.11,14,8.39,6.50,0,1.28,0,4.78,2.61,1.89,4.72,0,1.28,11,3.72,-0.50,4.11,0,3.22,2.39,14,10.11,-4.00,0,11,18.28,17.28,5.61,5.39,0,4.72,4.78,11,13.60,139,1.84,18.11,68,1,3,3,1.18,68,0,0,9.33,3.22,14.77
 12:02:00  21/03/2021,11,3.50,7.61,7.72,11,-9.39,0.39,11,1.28,0,-9.28,-60.00,11,-6.28,11.89,14,13.22,11.89,13.22,14,5.22,14,5.89,10.28,10.22,14,0,-10.22,1.22,3.50,4.00,11,-4.78,4.50,0,-2.78,7.39,0,0,0.22,-3.11,0,-1.61,-6.50,4.00,3.89,11,7.11,14,8.39,3.11,0,-9.22,11,1.00,-8.89,-7.00,1.39,11,-1.72,0,3.72,-12.72,1.89,11,3.61,2.39,14,9.11,-6.39,0,11,18.28,17.72,4.39,-0.72,0,4.72,4.78,11,13.60,139,1.80,20.39,98,3,3,3,1.18,98,6,0,15.45,3.22,14.77
 12:04:00  21/03/2021,0,1.22,8.00,7.72,0,-0.78,1.50,11,-1.00,11,-17.11,-60.00,0,-4.11,11.89,14,13.22,11.89,13.22,14,5.22,14,5.89,10.28,10.22,14,11,-9.72,0.00,-15.61,3.11,0,-4.39,2.89,0,-0.28,6.50,0,0,-1.72,-19.22,11,-2.78,-9.50,-6.39,1.00,11,7.11,14,8.39,1.39,11,-5.00,11,1.00,-1.89,-2.39,1.39,11,-9.28,0,2.39,-4.22,0.78,11,3.89,2.78,14,9.11,-0.78,11,11,18.28,17.72,3.72,-2.39,17,5.00,5.28,11,13.60,139,1.71,18.61,34,2,1,3,1.18,35,0,0,11.96,3.22,14.77
 12:06:00  21/03/2021,0,-15.39,6.39,-2.22,0,-0.28,2.89,11,-0.72,11,-1.28,-60.00,11,-6.00,11.89,14,13.22,12.39,13.72,14,5.22,14,5.89,10.72,10.22,14,11,-1.11,1.00,-4.78,2.61,0,2.89,4.61,0,4.28,6.78,0,11,-3.39,-18.39,11,-1.00,-5.39,-3.28,0.61,11,7.11,14,8.39,2.28,11,0.61,11,2.11,2.11,1.11,2.72,11,-0.11,0,3.00,-0.50,1.89,11,4.22,2.78,14,10.72,6.22,11,11,18.28,18.00,6.72,2.72,0,5.28,5.28,11,13.60,139,1.40,22.72,36,1,1,3,1.18,36,0,0,11.10,3.50,14.77
 12:08:00  21/03/2021,11,-7.89,5.89,-1.39,11,2.28,4.11,0,0.22,11,-0.22,-60.00,0,-5.28,11.89,14,13.22,12.39,14.00,14,5.22,14,6.22,11.00,10.61,14,11,-0.28,2.28,-1.00,3.00,0,5.89,6.00,0,6.89,7.28,0,11,-2.28,-10.22,11,-0.22,-3.78,0.50,1.72,11,7.39,14,8.72,3.39,11,2.50,0,4.61,3.78,2.78,4.22,0,1.39,0,3.89,3.39,3.28,11,4.50,3.22,14,10.72,8.00,11,0,12.11,18.00,7.00,4.72,0,5.28,5.72,11,13.60,139,1.23,23.17,35,1,1,3,1.18,36,0,0,9.07,3.50,14.77
 12:10:00  21/03/2021,11,0.89,5.89,2.72,11,-5.61,2.72,0,1.22,11,1.78,-60.00,11,-6.11,11.89,14,13.22,12.89,14.28,14,5.50,14,6.22,11.28,11.00,14,0,1.00,3.22,1.00,3.61,0,7.39,7.22,0,8.22,7.89,0,11,-1.22,-6.39,0,0.22,-3.28,2.50,2.72,11,7.39,14,8.72,5.22,0,2.50,0,6.39,1.39,1.39,4.89,0,3.22,0,4.89,-0.39,4.39,0,4.78,3.22,14,11.00,9.50,11,0,6.72,17.28,6.11,5.28,0,5.61,5.72,11,13.60,139,1.41,21.50,50,1,1,3,1.18,50,0,0,8.37,3.50,14.77
 12:12:00  21/03/2021,0,5.00,6.72,5.28,11,-12.89,0.39,11,2.11,0,3.22,-60.00,0,-6.11,11.89,14,13.50,12.89,14.72,14,5.50,14,6.22,11.28,11.00,14,0,-8.61,1.22,-11.61,2.28,0,-0.39,5.39,0,0.22,7.28,0,11,-0.22,-4.11,0,-0.22,-4.00,3.72,3.72,11,7.78,14,8.72,4.11,0,-6.78,0,2.78,-6.72,-4.28,3.00,0,-4.00,0,4.89,-10.39,2.72,0,5.11,3.50,14,11.00,1.28,0,0,3.61,16.50,5.00,0.00,0,5.61,6.00,11,13.60,139,2.20,12.94,100,3,3,3,1.18,100,4,0,14.90,3.50,14.77
 12:14:00  21/03/2021,0,-9.89,7.22,6.89,11,-1.39,1.39,11,0.22,0,-14.78,-60.00,11,-5.28,11.89,14,13.50,13.28,14.72,14,5.50,14,6.50,11.61,11.00,14,11,-8.11,0.22,-13.50,0.89,11,-5.78,2.72,0,-0.72,6.28,0,0,-0.22,-5.22,11,-3.22,-10.28,-0.22,2.61,0,7.78,14,8.72,1.00,11,-10.72,11,0.00,-4.50,-5.61,0.78,11,-15.50,0,2.22,-8.28,0.61,11,5.11,3.50,14,9.78,-3.61,0,11,3.00,15.61,3.89,-2.50,0,5.89,6.00,11,13.60,139,1.75,26.94,73,1,2,1,1.18,0,11,30,12.43,3.50,14.77
 12:16:00  21/03/2021,11,-16.61,7.89,7.50,11,-0.50,2.78,11,-0.11,11,-3.50,-60.00,11,-6.78,11.89,14,13.50,13.28,14.72,14,5.50,14,6.50,11.61,11.39,14,11,-1.00,1.11,-1.89,1.39,11,1.78,4.11,0,4.11,6.61,0,0,-2.00,-17.61,11,-1.28,-6.00,-6.28,0.22,11,7.78,14,9.00,1.89,11,0.39,11,1.61,0.89,0.50,2.50,11,-1.11,11,2.22,-0.72,1.50,11,5.50,3.78,14,9.00,-3.61,0,11,13.39,15.61,3.39,1.28,0,5.89,6.00,11,13.60,139,0.97,24.06,21,1,1,3,1.18,21,0,0,10.84,3.11,14.77
 12:18:00  21/03/2021,11,-1.28,7.89,7.50,0,0.72,3.89,11,0.50,11,-0.39,-60.00,11,-4.00,11.89,14,13.50,13.61,15.28,14,5.78,4,6.50,12.00,11.89,14,11,-0.28,2.39,-0.89,2.39,11,5.50,5.72,0,6.78,7.22,0,11,-1.61,-9.28,11,-0.28,-3.89,-0.50,1.22,11,7.78,4,9.00,3.11,11,1.61,11,3.39,3.78,2.78,3.78,11,0.89,11,3.22,1.78,2.78,11,5.78,3.78,4,9.00,1.39,11,11,16.50,16.00,3.78,3.22,0,5.89,6.00,17,13.60,139,2.97,11.50,0,1,1,2,1.18,0,0,0,8.94,3.11,14.77
 12:20:00  21/03/2021,11,4.50,7.89,5.39,0,0.72,3.89,0,1.39,11,1.61,-60.00,11,-6.72,12.28,14,13.50,13.61,15.28,14,5.78,4,6.78,12.00,12.50,14,0,0.89,2.89,2.00,3.11,11,7.22,7.00,0,8.22,7.78,0,11,-0.72,-5.39,0,0.22,-3.11,1.72,2.39,11,8.11,4,9.00,4.28,0,4.00,0,7.50,1.11,1.00,5.22,0,2.39,0,4.22,-2.11,4.61,0,5.78,4.11,4,9.00,5.22,11,11,17.39,16.50,3.78,3.50,0,7.00,7.39,0,13.60,139,2.09,15.72,38,1,1,3,1.18,38,0,0,8.59,3.11,14.77
 12:22:00  21/03/2021,0,-2.22,6.39,-3.28,0,-8.00,2.39,14,2.22,14,3.28,-60.00,0,-3.78,12.28,4,13.50,14.00,15.78,4,3.39,0,6.78,12.39,12.89,4,0,-6.28,1.78,3.39,3.78,11,-1.50,5.72,0,1.22,7.50,0,11,0.00,-3.50,0,0.22,-4.28,3.22,3.22,11,8.11,0,9.00,4.28,0,-6.50,0,4.11,-6.61,-4.11,3.72,0,-4.89,0,4.22,-11.22,2.78,0,4.72,4.11,15,9.50,7.11,11,11,17.78,16.89,3.28,0.50,0,5.22,3.72,0,13.60,139,2.35,14.22,100,3,3,3,1.18,100,0,0,14.03,3.11,14.77
 12:24:00  21/03/2021,0,-15.78,4.50,-9.11,11,-6.00,1.28,14,2.50,14,3.89,-60.00,11,-6.50,12.28,4,13.22,13.61,14.72,4,-6.78,0,1.11,12.11,12.28,4,11,-10.22,0.39,-12.72,3.78,0,-5.61,2.61,0,-1.50,6.22,0,0,-0.78,-18.28,11,-4.11,-10.28,4.11,4.00,11,-6.78,0,5.00,1.00,11,-9.11,11,0.00,-5.22,-6.50,1.00,11,-8.50,0,2.28,-7.39,0.61,11,-1.78,3.50,0,9.89,8.50,11,11,18.11,17.28,2.78,-1.28,0,3.39,0.89,11,13.60,139,1.29,23.44,89,3,3,3,1.18,89,49,47,14.03,3.11,14.77
 12:26:00  21/03/2021,11,-3.50,4.50,-2.00,11,-0.61,2.50,14,3.61,14,5.50,-60.00,0,-4.11,12.28,4,12.39,12.89,13.28,4,-13.72,11,-2.39,11.50,11.50,4,11,-2.11,1.00,-9.72,2.61,0,1.00,4.00,0,3.00,6.22,0,11,-3.50,-20.39,11,-2.00,-6.72,2.39,3.72,0,0.22,0,5.00,1.72,11,0.50,11,1.28,0.72,0.39,2.50,11,-0.11,0,2.72,-0.61,1.39,11,-3.28,1.72,0,10.39,9.61,11,11,18.11,17.61,2.11,-0.61,0,3.11,2.61,11,13.60,139,1.29,22.44,31,1,1,3,1.18,31,0,0,10.96,3.11,14.77
 12:28:00  21/03/2021,11,2.39,5.11,3.28,11,-0.11,3.50,14,4.28,14,6.50,-60.00,11,-5.72,4.11,0,9.89,10.72,10.61,0,-0.78,0,0.61,10.11,9.89,0,11,-0.39,2.00,-1.78,2.61,0,5.11,5.72,0,6.00,6.89,0,11,-2.72,-12.28,11,-0.72,-4.28,3.61,4.22,0,4.22,0,5.89,2.78,11,1.61,11,2.50,3.61,2.50,3.78,11,1.39,0,3.50,1.39,2.61,11,-3.28,0.28,0,11.00,10.50,11,11,18.39,17.89,2.39,1.50,0,3.72,3.78,11,13.60,139,1.29,23.17,40,1,1,3,1.18,38,0,0,9.03,3.11,14.77
 12:30:00  21/03/2021,0,3.11,5.89,5.78,11,3.28,4.72,14,5.22,14,7.11,-60.00,0,-4.89,-4.50,0,8.22,7.89,4.50,0,-10.00,0,0.61,8.00,5.72,0,0,0.11,3.11,-0.89,3.11,0,6.89,6.78,0,7.89,7.50,0,11,-1.72,-7.61,11,0.00,-3.28,4.61,4.72,0,5.22,0,7.50,4.00,0,4.00,0,6.72,0.28,0.39,4.61,0,2.39,0,4.39,0.28,4.28,0,-3.89,-0.50,11,11.00,2.22,0,0,18.39,17.89,2.39,1.50,0,4.11,4.28,11,13.60,139,1.93,15.17,79,3,3,3,1.18,69,0,0,9.72,3.11,14.77
 12:32:00  21/03/2021,0,-14.89,6.61,7.00,11,4.72,5.50,14,5.78,14,7.39,-60.00,11,-5.39,-8.89,11,5.28,1.72,-9.28,0,-8.00,0,-2.22,1.78,-7.28,0,0,-8.61,1.28,-12.28,1.61,11,1.00,5.61,0,5.89,7.50,0,11,-0.61,-4.78,0,-1.22,-4.89,-2.78,2.22,0,-7.11,0,4.50,3.22,0,-6.89,0,2.11,-8.28,-7.61,1.78,11,-7.89,0,3.61,-10.72,2.50,0,-1.61,-0.50,11,10.00,-3.89,0,0,7.00,17.89,1.61,-3.00,11,4.50,4.72,11,13.60,139,1.88,16.33,100,3,3,3,1.18,100,0,0,14.24,3.11,14.77
 12:34:00  21/03/2021,11,-9.22,7.22,7.50,11,5.11,6.11,14,6.28,14,7.72,-60.00,11,-6.22,-3.50,11,6.78,-2.11,-14.28,11,-5.00,11,-2.22,-1.89,-14.28,11,11,-13.61,0.00,-8.28,1.00,11,3.39,5.61,0,6.39,7.78,0,11,0.00,-3.39,11,-2.78,-9.78,-7.39,0.00,11,-10.50,11,1.00,1.61,11,-5.39,11,1.28,-2.00,-1.61,1.78,11,-7.89,0,2.61,-7.11,0.78,11,-0.61,-0.50,11,9.11,-6.28,0,0,2.28,16.61,1.61,0.39,11,4.50,4.72,11,13.60,139,1.07,23.67,84,3,3,3,1.18,85,0,0,13.78,3.11,14.77
 12:36:00  21/03/2021,11,0.39,7.78,7.78,11,5.11,6.61,14,6.78,14,8.00,-60.00,11,-4.78,3.89,11,8.22,0.61,-2.28,11,-5.39,0,-0.11,-3.00,-9.39,11,11,-1.61,0.78,-1.22,1.72,11,2.72,5.61,0,6.39,8.22,0,0,-0.50,-13.11,11,-1.00,-5.50,-0.89,1.00,11,-1.28,11,3.22,2.72,11,0.61,11,2.50,1.89,0.89,3.39,11,-12.72,11,1.11,-0.61,1.78,11,-0.11,-0.11,11,8.39,-2.00,11,11,4.28,15.61,2.00,1.72,11,4.89,5.11,11,13.60,139,1.22,21.83,30,1,1,3,1.18,30,0,0,10.67,3.11,14.77
 12:38:00  21/03/2021,0,5.00,7.78,5.89,0,5.72,7.00,14,7.39,14,8.39,-60.00,11,-6.78,6.78,0,9.11,2.00,2.11,0,-10.89,0,-0.50,-0.39,-1.22,11,11,-0.39,2.22,-0.28,2.72,11,4.11,6.28,0,7.78,8.61,0,0,-0.50,-7.39,11,0.00,-3.72,1.61,2.28,11,2.61,0,4.28,3.61,11,2.28,0,4.72,3.89,0.89,4.22,0,-0.28,11,1.78,1.28,2.78,11,0.28,-0.11,11,8.39,3.39,11,11,14.00,15.61,2.39,2.22,11,4.89,5.39,11,13.60,139,1.45,21.33,41,3,1,3,1.18,50,0,0,9.88,3.11,14.77
 12:40:00  21/03/2021,0,-13.50,7.00,0.50,0,5.72,7.28,14,7.78,14,8.39,-60.00,0,-4.00,-7.78,11,5.61,-0.61,-4.50,11,-15.22,0,-0.89,-1.00,-0.28,0,0,0.28,3.11,2.28,3.50,11,6.28,7.11,0,8.61,8.89,0,0,-0.22,-4.78,0,0.00,-3.72,3.22,3.28,11,2.00,0,5.50,5.11,0,2.00,0,4.72,0.00,0.00,4.50,0,1.00,11,3.00,-1.28,4.61,0,0.61,0.28,11,8.89,5.61,11,11,16.61,16.00,2.72,2.72,11,5.28,5.39,11,13.60,139,2.07,16.00,82,3,3,3,1.18,83,0,0,11.23,3.11,14.77
 12:42:00  21/03/2021,11,-10.22,4.78,-10.50,11,5.72,7.61,14,8.28,14,8.89,-60.00,11,-5.72,-0.39,11,6.89,1.72,0.39,11,-12.89,11,-3.61,-3.61,-9.39,11,0,-12.39,0.61,3.39,4.28,0,-8.50,2.50,0,-3.89,7.11,0,0,-2.00,-16.22,11,-3.39,-8.78,4.11,4.11,0,-12.39,11,0.61,1.89,11,-14.61,11,0.11,-9.39,-11.00,1.11,11,3.22,0,4.11,-13.28,1.78,11,0.89,0.28,11,9.28,7.50,11,11,17.50,16.39,2.72,2.72,11,5.28,5.72,11,13.60,139,0.76,22.94,10,1,2,1,1.18,0,0,0,12.86,3.11,14.77
 12:44:00  21/03/2021,11,0.22,4.28,-4.28,11,6.00,7.89,14,8.78,14,8.89,-60.00,0,-5.28,5.00,11,8.22,-1.22,-9.61,11,-1.00,11,-0.28,-1.61,-2.39,11,11,-7.39,0.61,-16.61,2.39,0,-2.61,3.22,0,1.72,7.11,0,11,-3.28,-16.72,11,-1.61,-7.61,-8.00,0.28,11,-8.39,11,0.50,1.11,11,-1.89,11,1.00,-0.22,-0.28,1.72,11,-12.50,0,3.39,-2.50,0.72,11,1.22,0.72,11,9.89,9.11,11,11,17.89,16.78,3.11,3.11,11,5.61,5.72,11,13.60,139,1.36,21.89,32,1,1,3,1.18,31,0,0,10.80,3.11,14.77
 12:46:00  21/03/2021,0,5.39,4.78,2.00,11,6.00,8.22,14,9.11,14,9.28,-60.00,11,-5.89,7.28,11,9.00,-0.39,-4.39,11,-8.61,0,-0.28,0.22,0.89,0,11,-0.89,1.50,-8.50,1.72,11,1.72,4.50,0,5.39,7.11,0,11,-2.39,-10.22,11,-0.50,-4.61,-3.00,0.61,11,-0.28,11,2.72,2.39,11,0.72,11,2.39,2.78,1.11,3.11,11,-10.61,0,2.61,-0.50,1.78,11,1.50,0.72,11,10.39,9.89,11,11,17.89,17.28,3.11,3.39,11,5.61,5.72,11,13.60,139,0.97,27.44,12,1,1,3,1.18,19,0,0,9.76,3.11,14.77
 12:48:00  21/03/2021,0,-12.72,5.50,5.22,11,6.00,8.22,14,9.61,14,9.61,-60.00,11,-6.22,-1.00,0,7.61,2.11,0.89,0,-2.11,0,0.11,0.78,0.28,0,11,-0.28,2.61,-1.39,2.28,11,4.78,5.78,0,7.39,7.78,0,11,-1.22,-6.39,0,0.11,-3.50,0.72,1.78,11,2.72,11,4.00,3.50,11,2.61,0,6.00,2.11,1.11,4.28,0,-0.28,0,3.22,2.89,3.22,11,1.78,1.22,11,10.89,10.72,11,11,18.28,17.61,3.50,3.39,11,5.61,6.00,11,13.60,139,1.10,24.78,7,1,1,3,1.18,19,0,0,8.89,3.11,14.77
 12:50:00  21/03/2021,11,-16.39,6.11,6.39,11,6.28,8.61,14,9.61,14,9.61,-60.00,11,-5.00,-6.72,11,6.61,0.78,-1.28,0,-12.11,0,0.11,-1.11,-2.78,0,0,1.00,3.28,-0.39,3.00,11,6.61,6.89,0,8.50,8.28,0,11,-0.39,-4.22,0,0.11,-4.28,2.61,2.72,11,2.00,0,5.28,5.00,0,2.61,0,4.89,1.39,2.61,4.89,0,1.28,0,4.00,-11.50,4.39,0,1.78,1.22,11,11.22,6.89,0,11,18.28,17.89,3.50,3.72,11,5.89,6.00,11,13.60,139,1.71,21.56,48,1,3,3,1.18,61,0,0,8.50,3.11,14.77
 12:52:00  21/03/2021,11,-0.61,6.78,7.28,11,6.28,8.61,14,10.22,14,10.11,-60.00,11,-5.72,2.78,11,7.89,-1.61,-6.61,11,-11.72,11,-2.89,-3.61,-11.39,11,0,-12.11,1.22,2.11,3.72,11,1.61,4.72,0,3.39,7.39,0,0,0.11,-2.89,0,-1.11,-4.28,3.61,3.72,11,-7.28,11,1.78,2.72,0,-8.28,11,1.22,-6.39,-5.11,2.61,0,-3.72,0,3.39,-13.39,1.28,11,2.22,1.61,11,10.72,-1.61,0,0,18.61,17.89,3.78,3.72,11,5.89,6.28,11,13.60,139,2.00,18.11,100,3,3,3,1.18,100,0,0,13.25,3.11,14.77
 12:54:00  21/03/2021,11,0.22,7.22,7.28,11,6.28,8.89,14,10.22,14,10.11,-60.00,11,-6.00,4.72,11,8.28,-0.72,-2.78,11,-12.00,11,-2.00,-2.11,-7.11,11,11,-16.50,0.39,3.22,4.00,11,-9.22,2.89,11,-5.28,6.78,0,11,-0.39,-14.22,11,-3.00,-9.11,4.11,4.00,0,-12.72,11,0.00,0.50,11,-13.89,11,-0.22,-10.50,-11.11,0.61,11,-10.72,0,1.11,-11.78,0.72,11,2.22,1.61,11,9.72,-3.11,0,0,15.89,17.89,5.11,4.00,17,5.89,6.28,0,13.60,139,1.43,23.56,98,3,3,3,1.18,90,2,0,14.85,3.11,14.77
 12:56:00  21/03/2021,0,-3.39,8.00,7.89,11,6.61,8.89,14,10.72,14,10.39,-60.00,11,-7.11,0.72,11,6.50,1.61,1.50,0,-3.00,0,0.22,0.00,0.11,11,11,-0.78,1.00,-21.39,2.00,0,0.00,3.22,11,2.78,6.39,0,11,-3.78,-18.11,11,-1.39,-6.11,-8.72,-0.50,11,-1.39,11,2.11,1.39,11,0.39,11,1.22,0.61,0.39,2.22,11,-1.11,11,1.39,-0.61,1.61,11,2.61,2.00,11,8.78,-6.72,11,0,2.72,16.78,7.89,6.72,0,3.61,1.39,11,13.60,139,2.39,9.94,38,1,1,3,1.18,38,0,0,12.73,3.11,14.77
 12:58:00  21/03/2021,0,-16.00,7.72,3.78,0,6.61,9.22,14,11.00,14,10.39,-60.00,11,-4.00,-7.39,11,4.78,0.28,-1.22,0,-2.50,0,-0.11,0.78,0.72,0,11,-0.39,2.22,-7.78,1.22,11,4.00,4.72,0,4.50,6.78,0,11,-2.72,-10.50,11,-0.39,-4.11,-1.78,0.28,11,2.00,11,3.50,2.78,11,1.28,11,2.50,3.39,1.89,3.50,11,0.22,11,2.50,1.72,2.89,11,-0.22,2.00,0,8.39,1.00,11,0,2.72,15.89,6.50,6.11,0,3.28,2.72,11,13.60,139,1.32,21.56,42,3,1,3,1.18,50,0,0,11.35,3.11,14.77
 13:00:00  21/03/2021,11,-2.89,7.00,3.39,0,6.61,9.22,14,11.28,14,10.78,-60.00,11,-6.72,-0.50,11,6.50,-0.89,-6.22,11,-12.61,0,-0.61,-2.11,-6.28,0,0,1.50,3.00,-1.22,2.00,11,3.22,5.61,0,6.39,7.50,0,11,-1.39,-6.50,0,0.11,-3.22,0.89,1.78,11,-2.72,0,3.50,4.00,11,4.22,0,6.39,0.28,0.50,4.22,0,2.72,11,3.78,-2.50,4.50,0,-3.00,0.72,0,9.39,5.28,11,11,10.72,15.89,4.50,4.11,0,3.78,3.78,11,13.60,139,1.58,17.83,69,2,3,3,1.18,69,0,0,10.76,3.11,14.77
